sector,quarter,z_hat,nll,success,n_obs_cells,n_total
INDUSTRIE,2015-04-01,0.10889465075112412,65.82191108370243,True,14,650
INDUSTRIE,2015-07-01,0.42360096843483735,83.48320047760008,True,15,659
INDUSTRIE,2015-10-01,1.3158431328862286,105.76411824102138,True,15,651
INDUSTRIE,2016-01-01,1.3489237145055915,109.39422980714617,True,15,653
INDUSTRIE,2016-04-01,0.1260419199039615,58.08383601519821,True,12,660
INDUSTRIE,2016-07-01,-0.022227050654275975,127.8750493740868,True,17,751
INDUSTRIE,2016-10-01,-0.1496935182821663,68.8566235158923,True,13,866
INDUSTRIE,2017-01-01,-0.538986585890553,78.5759325262128,True,12,872
INDUSTRIE,2017-04-01,-0.3959985481941461,97.7714008123119,True,14,895
INDUSTRIE,2017-07-01,-0.12415737423318601,110.05162318143685,True,13,932
INDUSTRIE,2017-10-01,-0.6206586535786283,112.16881109516993,True,16,978
INDUSTRIE,2018-01-01,0.2162269460457164,116.61915724888037,True,17,1032
INDUSTRIE,2018-04-01,-0.10919707172465185,60.636107851855904,True,12,1060
INDUSTRIE,2018-07-01,-0.0273885703902661,79.07898609798508,True,14,1069
INDUSTRIE,2018-10-01,-0.34699495297719096,66.98889042721409,True,12,1083
INDUSTRIE,2019-01-01,0.7059896654531497,73.73795751454767,True,12,1131
INDUSTRIE,2019-04-01,0.3546698495170643,83.7807515252567,True,14,1146
INDUSTRIE,2019-07-01,1.3400882634351858,150.64849630290976,True,14,1143
INDUSTRIE,2019-10-01,1.3707072598498582,160.6251535310183,True,14,1210
INDUSTRIE,2020-01-01,3.357698410244765,414.8942504774463,True,17,1130
INDUSTRIE,2020-04-01,2.6068744570035807,350.1667414421345,True,14,1235
INDUSTRIE,2020-07-01,0.9291398184966007,305.7498972625093,True,18,1540
INDUSTRIE,2020-10-01,0.07319481619051456,331.38673323604036,True,16,1617
INDUSTRIE,2021-01-01,-0.4503152001337573,271.08351680005904,True,15,1672
INDUSTRIE,2021-04-01,-0.6602151777294959,196.28343047496193,True,16,1739
INDUSTRIE,2021-07-01,-1.4704461138987117,243.60686182332194,True,14,1743
INDUSTRIE,2021-10-01,-1.676455817516056,300.672408891333,True,18,1784
INDUSTRIE,2022-01-01,-1.7722977920964171,354.1345349050543,True,17,1842
INDUSTRIE,2022-04-01,-0.7598071684599583,160.75600593850243,True,14,1937
INDUSTRIE,2022-07-01,-0.6998420710163501,144.60633776958113,True,15,1955
INDUSTRIE,2022-10-01,-0.17721527113761323,159.11266415665898,True,15,1961
INDUSTRIE,2023-01-01,0.0755097184591029,54.75065036165045,True,13,1951
INDUSTRIE,2023-04-01,0.12600346704971024,61.25663002215454,True,12,1940
INDUSTRIE,2023-07-01,0.12295268629675694,28.70852716161508,True,8,1926
INDUSTRIE,2023-10-01,0.46620636590224573,63.52055898209181,True,8,1891
INDUSTRIE,2024-01-01,0.56468198567915,73.44277667917414,True,10,1875
INFO-COM,2011-04-01,-0.39635087282600495,0.04074859147582165,True,2,4
INFO-COM,2011-07-01,-0.31468435253916854,0.15312105675951754,True,3,16
INFO-COM,2011-10-01,-0.3342228830757583,0.19470326992198617,True,3,20
INFO-COM,2012-01-01,-0.28416691926868953,0.27578295382005513,True,4,28
INFO-COM,2012-04-01,-0.32132357201837053,0.5087730040663329,True,5,52
INFO-COM,2012-07-01,-0.43345702443280976,21.296740275296713,True,10,120
INFO-COM,2012-10-01,-0.459716043489346,11.701661445541104,True,8,124
INFO-COM,2013-01-01,-2.3220956657599725,25.121549375966094,True,11,123
INFO-COM,2013-04-01,-0.4780763425406555,32.51552406428497,True,10,126
INFO-COM,2013-07-01,-0.43306180848408843,32.01067493303985,True,12,134
INFO-COM,2013-10-01,1.3825907825408075,14.654643505240967,True,7,137
INFO-COM,2014-01-01,-0.4584561957801428,11.841162903431908,True,8,138
INFO-COM,2014-04-01,1.2236233549914326,25.387598833401025,True,9,141
INFO-COM,2014-07-01,-0.43986557373815016,10.771811091860618,True,8,146
INFO-COM,2014-10-01,-2.1041738971451673,14.742171128339967,True,8,161
INFO-COM,2015-01-01,-0.9720881226986621,26.390787726792738,True,9,169
INFO-COM,2015-04-01,-1.6023099208189184,10.403599121832583,True,8,172
INFO-COM,2015-07-01,-0.17401284968871417,42.23022122897461,True,11,173
INFO-COM,2015-10-01,-0.489512899390998,11.687590003607177,True,8,178
INFO-COM,2016-01-01,0.5396694368680288,32.25806989505263,True,12,170
INFO-COM,2016-04-01,0.5023200576146294,43.29331602262272,True,12,168
INFO-COM,2016-07-01,-1.075013051060607,6.743257144617175,True,7,195
INFO-COM,2016-10-01,0.6710561952422404,26.642707364657632,True,10,251
INFO-COM,2017-01-01,1.5052991662612165,28.122712039241996,True,9,252
INFO-COM,2017-04-01,0.7018706662052473,27.952396111184775,True,10,257
INFO-COM,2017-07-01,0.28120081984624906,34.122716487648624,True,11,254
INFO-COM,2017-10-01,-0.3512616115354903,36.2334030379833,True,12,290
INFO-COM,2018-01-01,0.2878359121074813,12.54962122004474,True,9,318
INFO-COM,2018-04-01,-0.4272018952654911,13.226987208563463,True,9,326
INFO-COM,2018-07-01,-0.540097475870174,19.282969285205063,True,9,332
INFO-COM,2018-10-01,0.9776020128544384,26.14163414635298,True,10,363
INFO-COM,2019-01-01,0.3054218428899305,14.8015052435756,True,9,376
INFO-COM,2019-04-01,1.156292395668555,29.62544761444671,True,11,374
INFO-COM,2019-07-01,1.10267944007978,40.86320558097353,True,10,376
INFO-COM,2019-10-01,1.4566849868908534,51.09717681787184,True,13,390
INFO-COM,2020-01-01,2.977329935548105,80.81498867351931,True,12,379
INFO-COM,2020-04-01,1.8263673975477914,70.92101785388482,True,13,395
INFO-COM,2020-07-01,1.6732326618506923,84.23562700577578,True,15,481
INFO-COM,2020-10-01,-0.44589075266629585,64.95437040757929,True,15,524
INFO-COM,2021-01-01,-0.8120191114045611,70.74497737885491,True,13,556
INFO-COM,2021-04-01,0.09684506250513457,31.938742676187115,True,11,571
INFO-COM,2021-07-01,-1.049932508447202,51.78891441497434,True,13,587
INFO-COM,2021-10-01,-0.7431914182531768,65.7682062816541,True,14,583
INFO-COM,2022-01-01,-1.4479049595785691,78.65003456483501,True,13,602
INFO-COM,2022-04-01,-0.5448150795231577,47.80400176344768,True,11,626
INFO-COM,2022-07-01,-0.009296153831653916,32.47238588644932,True,12,631
INFO-COM,2022-10-01,-0.5146822869586332,37.05802486984034,True,10,626
INFO-COM,2023-01-01,-0.16597445694059948,5.608013004367107,True,6,612
INFO-COM,2023-04-01,0.2321327399542625,15.47548258341116,True,7,616
